1787970275 56060708 445280486 540 0
1787970276 56060752 445281851 542 0
1787970277 56060887 445283118 546 101
1787970278 56061015 445284390 550 204
1787970279 56061156 445285658 551 306
1787970280 56061287 445286941 554 408
1787970281 56061434 445288199 562 510
1787970282 56061610 445289422 565 611
1787970283 56061744 445290691 568 714
1787970284 56061874 445291961 573 714
1787970285 56061941 445293287 577 717
1787970286 56062076 445294547 580 818
1787970287 56062213 445295812 584 920
1787970288 56062350 445297073 589 1022
1787970289 56062481 445298342 594 1124
1787970290 56062618 445299606 599 1226
1787970291 56062767 445300858 602 1328
1787970292 56062936 445302086 608 1430
1787970293 56063092 445303323 614 1430
1787970294 56063127 445304691 616 1434
1787970295 56063266 445305948 623 1535
1787970296 56063403 445307209 627 1638
1787970297 56063534 445308477 629 1739
1787970298 56063666 445309744 634 1842
1787970299 56063796 445311013 637 1943
1787970300 56063936 445312275 646 2047
1787970301 56064084 445313529 650 2148
1787970302 56064262 445314747 652 2148
1787970303 56064300 445316107 654 2154
1787970304 56064443 445317352 663 2255
1787970305 56064581 445318609 668 2357
1787970306 56064760 445319829 673 2460
1787970307 56064906 445321091 677 2562
1787970308 56065044 445322358 681 2664
1787970309 56065172 445323620 688 2767
1787970310 56065310 445324881 694 2868
1787970311 56065435 445326154 698 2868
1787970312 56065488 445327506 703 2877
1787970313 56065631 445328765 713 2979
1787970314 56065764 445330029 718 3081
1787970315 56065898 445331283 726 3183
1787970316 56066030 445332545 733 3286
1787970317 56066167 445333803 738 3389
1787970318 56066302 445335062 745 3492
1787970319 56066432 445336330 753 3594
1787970320 56066550 445337604 761 3594
1787970321 56066592 445338965 765 3605
1787970322 56066727 445340226 771 3708
1787970323 56066887 445341459 779 3810
1787970324 56067022 445342728 788 3912
1787970325 56067163 445343984 799 4015
1787970326 56067299 445345245 806 4118
1787970327 56067442 445346494 813 4221
1787970328 56067573 445347756 820 4323
1787970329 56067696 445349031 828 4323
1787970330 56067742 445350379 833 4337
1787970331 56067878 445351636 841 4440
1787970332 56068021 445352884 851 4543
1787970333 56068184 445354112 862 4645
1787970334 56068337 445355341 872 4749
1787970335 56068472 445356601 883 4852
1787970336 56068608 445357857 891 4954
1787970337 56068740 445359118 902 5056
1787970338 56068854 445360402 911 5056
1787970339 56068894 445361755 916 5073
1787970340 56069023 445363009 933 5176
1787970341 56069167 445364254 952 5281
1787970342 56069309 445365494 965 5384
1787970343 56069479 445366708 982 5489
1787970344 56069633 445367937 996 5593
1787970345 56069785 445369165 1013 5697
1787970346 56069991 445370347 1026 5801
1787970347 56070110 445371611 1040 5801
1787970348 56070175 445372946 1046 5821
1787970349 56070315 445374196 1068 5925
1787970350 56070449 445375445 1090 6030
1787970351 56070578 445376694 1108 6135
1787970352 56070713 445377942 1129 6240
1787970353 56070876 445379161 1148 6346
1787970354 56071027 445380396 1166 6450
1787970355 56071218 445381595 1186 6558
1787970356 56071327 445382882 1201 6558
1787970357 56071382 445384222 1208 6581
1787970358 56071515 445385469 1228 6686
1787970359 56071643 445386715 1250 6792
1787970360 56071783 445387953 1274 6897
1787970361 56071920 445389192 1293 7002
1787970362 56072067 445390416 1313 7108
1787970363 56072203 445391656 1333 7213
1787970364 56072391 445392841 1354 7319
1787970365 56072507 445394116 1370 7319
1787970366 56072602 445395410 1380 7346
1787970367 56072770 445396623 1412 7454
1787970369 56072914 445397849 1442 7562
1787970370 56073054 445399071 1477 7670
1787970371 56073197 445400296 1511 7778
1787970372 56073347 445401519 1543 7887
1787970373 56073491 445402743 1576 7996
1787970374 56073629 445403971 1607 8104
1787970375 56073770 445405211 1633 8104
1787970376 56073832 445406539 1644 8133
1787970377 56073977 445407763 1676 8241
1787970378 56074134 445408964 1706 8350
1787970379 56074281 445410190 1739 8458
1787970380 56074413 445411420 1772 8566
1787970381 56074554 445412641 1804 8675
1787970382 56074688 445413872 1838 8782
1787970383 56074823 445415094 1871 8891
1787970384 56074921 445416383 1893 8891
1787970385 56075014 445417682 1908 8925
1787970386 56075151 445418910 1938 9033
1787970387 56075285 445420137 1971 9141
1787970388 56075416 445421358 2003 9249
1787970389 56075556 445422584 2037 9357
1787970390 56075700 445423808 2066 9465
1787970391 56075842 445425032 2096 9575
1787970392 56075991 445426249 2128 9684
1787970393 56076091 445427523 2152 9684
1787970394 56076155 445428842 2168 9720
1787970395 56076307 445430035 2215 9830
1787970396 56076481 445431208 2259 9941
1787970397 56076661 445432373 2301 10053
1787970398 56076803 445433581 2342 10164
1787970399 56076944 445434790 2383 10275
1787970400 56077084 445435992 2427 10385
1787970401 56077228 445437201 2473 10496
1787970402 56077328 445438478 2500 10496
1787970403 56077481 445439790 2516 10538
1787970404 56077859 445440996 2561 10648
1787970405 56078238 445442200 2602 10759
1787970406 56078647 445443382 2648 10870
1787970407 56078995 445444588 2691 10981
1787970408 56079357 445445797 2732 11093
1787970409 56079722 445447006 2774 11203
1787970410 56080080 445448209 2820 11314
1787970411 56080303 445449487 2845 11314
1787970412 56080375 445450794 2866 11358
1787970413 56080511 445452002 2911 11469
1787970414 56080639 445453229 2950 11581
1787970415 56080772 445454444 2993 11692
1787970416 56080944 445455617 3035 11803
1787970417 56081081 445456824 3081 11914
1787970418 56081214 445458035 3122 12025
1787970419 56081349 445459244 3168 12135
1787970420 56081439 445460521 3196 12135
1787970421 56081516 445461814 3224 12185
1787970422 56081664 445462993 3282 12300
1787970423 56081816 445464184 3342 12416
1787970424 56081962 445465369 3398 12531
1787970425 56082108 445466553 3455 12646
1787970426 56082280 445467706 3512 12762
1787970427 56082467 445468853 3572 12877
1787970428 56082642 445470005 3630 12991
1787970429 56082729 445471279 3660 12991
1787970430 56082809 445472569 3689 13045
1787970431 56082945 445473757 3745 13158
1787970432 56083084 445474936 3805 13273
1787970433 56083225 445476125 3863 13389
1787970434 56083362 445477315 3922 13503
1787970435 56083500 445478501 3982 13619
1787970436 56083650 445479673 4039 13733
1787970437 56083810 445480841 4096 13848
1787970438 56083893 445482124 4124 13848
1787970439 56084147 445483413 4155 13903
1787970440 56084657 445484600 4213 14018
1787970441 56085159 445485790 4273 14133
1787970442 56085670 445486977 4332 14247
1787970443 56086184 445488166 4390 14364
1787970444 56086707 445489352 4451 14480
1787970445 56087238 445490537 4508 14596
1787970446 56087772 445491726 4568 14712
1787970447 56088076 445492982 4594 14712
1787970448 56088346 445494245 4638 14775
1787970449 56088837 445495393 4722 14896
1787970450 56089321 445496536 4808 15016
1787970451 56089817 445497679 4893 15138
1787970452 56090350 445498809 4974 15259
1787970453 56090826 445499955 5060 15382
1787970454 56091306 445501105 5146 15504
1787970455 56091817 445502259 5229 15627
1787970456 56092028 445503543 5267 15627
1787970457 56092151 445504761 5312 15694
1787970458 56092293 445505909 5393 15814
1787970459 56092436 445507067 5473 15935
1787970460 56092659 445508122 5556 16056
1787970461 56092822 445509254 5638 16178
1787970462 56092957 445510414 5718 16300
1787970463 56093096 445511575 5798 16421
1787970464 56093230 445512732 5876 16542
1787970465 56093299 445514034 5908 16542
1787970466 56093386 445515278 5960 16616
1787970467 56093558 445516409 6039 16737
1787970468 56093699 445517564 6122 16857
1787970469 56093836 445518719 6205 16978
1787970470 56093979 445519867 6290 17099
1787970471 56094116 445521027 6370 17221
1787970472 56094254 445522182 6451 17342
1787970473 56094395 445523337 6534 17464
1787970474 56094459 445524635 6557 17464
1787970475 56094609 445525848 6618 17543
1787970476 56094772 445526996 6699 17665
1787970477 56094968 445528130 6786 17785
1787970478 56095157 445529268 6866 17908
1787970479 56095315 445530428 6944 18029
1787970481 56095496 445531576 7025 18152
1787970482 56095695 445532719 7112 18272
1787970483 56095900 445533862 7196 18395
1787970484 56095968 445535181 7218 18395
1787970485 56096369 445536386 7276 18482
1787970486 56096906 445537533 7359 18605
1787970487 56097456 445538685 7439 18726
1787970488 56098030 445539818 7523 18849
1787970489 56098663 445540877 7607 18972
1787970490 56099211 445542036 7689 19093
1787970491 56099752 445543195 7773 19215
1787970492 56100286 445544346 7855 19339
1787970493 56100405 445545689 7873 19339
1787970494 56100841 445546898 7936 19435
1787970495 56101379 445548047 8019 19558
1787970496 56101926 445549199 8104 19680
1787970497 56102456 445550347 8187 19803
1787970498 56102980 445551507 8270 19925
1787970499 56103551 445552620 8359 20048
1787970500 56104095 445553777 8443 20171
1787970501 56104633 445554933 8529 20293
